who,what,when,where,why,how,sentence,original_text,chunk_index,field_count,umap_x,umap_y,umap_x_3d,umap_y_3d,umap_z_3d,cluster,color_temporal,hover_text
,said,,,well as I do,,Someone said because well as I do,"If this
correspondent had known the nature of your reputation as well as I do,
he would have said, Your former writings and measures would secure
attention to your Biography, and Art of Virtue; and...",0,2,9.729268,14.94739,6.50694,18.4593,4.08238,0,0,<b>Who:</b> <br><b>What:</b> said<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> well as I do<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,is reflection,,,a mere piece of biography,,Someone is reflection because a mere piece of biography,"But
there is one concluding reflection, sir, that will shew the use of your
life as a mere piece of biography.",0,2,8.22436,11.141957,5.989403,15.951401,1.9727502,0,0,<b>Who:</b> <br><b>What:</b> is reflection<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> a mere piece of biography<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,seems,,,"it will make a subject of
comparison with the lives of various public cutthroats and intriguers",particularly,"Someone seems because it will make a subject of
comparison with the lives of various public cutthroats and intriguers by particularly","This style of writing seems a little
gone out of vogue, and yet it is a very useful one; and your specimen of
it may be particularly serviceable, as it will make a subject of
comparison with the li...",0,3,8.42531,11.866833,6.299267,16.44664,2.2313974,0,0,"<b>Who:</b> <br><b>What:</b> seems<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> it will make a subject of
comparison with the lives of various public cutthroats and intriguers<br><b>How:</b> particularly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,end letter,,,,only,Someone end letter by only,"But being tired of figuring to myself a
character of which every feature suits only one man in the world,
without giving him the praise of it, I shall end my letter, my dear Dr.
Franklin, with a pe...",0,2,8.683387,10.586851,5.6308966,15.241789,2.204874,0,0,<b>Who:</b> <br><b>What:</b> end letter<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> only<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,cease efforts,,,"the furtherance of human
happiness",greatly,"Someone cease efforts because the furtherance of human
happiness by greatly","For the furtherance of human
happiness, I have always maintained that it is necessary to prove that
man is not even at present a vicious and detestable animal; and still
more to prove that good man...",0,3,8.864267,12.654485,6.063875,16.808899,2.6277387,0,0,"<b>Who:</b> <br><b>What:</b> cease efforts<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> the furtherance of human
happiness<br><b>How:</b> greatly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,Take work,the last seventeen years,,"you are
good; temperate as you are temperate; and above all things",speedily,"Someone Take work during the last seventeen years because you are
good; temperate as you are temperate; and above all things by speedily","Take then, my dear
sir, this work most speedily into hand: shew yourself good as you are
good; temperate as you are temperate; and above all things, prove
yourself as one, who from your infancy hav...",0,4,9.848989,11.08766,4.8295116,15.723673,2.664126,0,0,"<b>Who:</b> <br><b>What:</b> Take work<br><b>Where:</b> <br><b>When:</b> the last seventeen years<br><b>Why:</b> you are
good; temperate as you are temperate; and above all things<br><b>How:</b> speedily<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,Let,,,,only,Someone Let by only,"Let Englishmen be made not only to respect, but even to love you.",0,2,10.023843,14.210757,6.04014,17.666607,3.836032,0,0,<b>Who:</b> <br><b>What:</b> Let<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> only<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Englishmen,go,,England,,Englishmen,Englishmen go in England by Englishmen,"When they think well of individuals in your native country, they will go
nearer to thinking well of your country; and when your countrymen see
themselves well thought of by Englishmen, they will go ...",0,4,9.736058,9.814378,4.8665895,13.875198,2.8719752,0,0,<b>Who:</b> Englishmen<br><b>What:</b> go<br><b>Where:</b> England<br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> Englishmen<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,Extend views,,,,,Someone Extend views,"Extend your views even further; do not stop at
those who speak the English tongue, but after having settled so many
points in nature and politics, think of bettering the whole race of men.",0,1,10.349195,13.600308,5.40392,17.762012,3.3242686,0,0,<b>Who:</b> <br><b>What:</b> Extend views<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,write,,,I have not read any part of the life in question,only,Someone write because I have not read any part of the life in question by only,"As I have not read any part of the life in question, but know only the
character that lived it, I write somewhat at hazard.",0,3,8.232701,10.703932,5.7284694,15.643653,1.7442855,0,0,<b>Who:</b> <br><b>What:</b> write<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> I have not read any part of the life in question<br><b>How:</b> only<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,framed pieces interest,,,"t have framed
pieces to interest the human mind; and whoever gives a feeling of
pleasure that is i",anxiety,"Someone framed pieces interest because t have framed
pieces to interest the human mind; and whoever gives a feeling of
pleasure that is i by anxiety","Should they even prove unsuccessful in all that a
sanguine admirer of yours hopes from them, you will at least have framed
pieces to interest the human mind; and whoever gives a feeling of
pleasure...",0,3,9.400414,13.121239,5.7918024,17.424744,3.0158849,0,0,"<b>Who:</b> <br><b>What:</b> framed pieces interest<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> t have framed
pieces to interest the human mind; and whoever gives a feeling of
pleasure that is i<br><b>How:</b> anxiety<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,beg subscribe,,,,,Someone beg subscribe,"In the hope, therefore, that you will listen to the prayer
addressed to you in this letter, I beg to subscribe myself, my dearest
sir, etc., etc.,

""Signed, Benj.",0,1,10.786486,14.374522,5.403139,18.078306,4.5540314,0,0,<b>Who:</b> <br><b>What:</b> beg subscribe<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,begun,1784,Paris,,,Someone begun in Paris during 1784,"Vaughan.""

Continuation of the Account of my Life, begun at Passy, near Paris,
1784.",0,3,9.415354,9.374715,5.395323,13.614536,2.2480228,0,0,<b>Who:</b> <br><b>What:</b> begun<br><b>Where:</b> Paris<br><b>When:</b> 1784<br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,corrected,,,"certain dates; but my return being
uncertain and having just now a little leisure",,"Someone corrected because certain dates; but my return being
uncertain and having just now a little leisure","It
might, too, be much better done if I were at home among my papers, which
would aid my memory, and help to ascertain dates; but my return being
uncertain and having just now a little leisure, I w...",0,2,10.756958,11.329998,4.820986,15.73065,3.2193625,0,0,"<b>Who:</b> <br><b>What:</b> corrected<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> certain dates; but my return being
uncertain and having just now a little leisure<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,know,1730,Philadelphia,,,Someone know in Philadelphia during 1730,"Not having any copy here of what is already written, I know not whether
an account is given of the means I used to establish the Philadelphia
public library, which, from a small beginning, is now be...",0,3,9.955847,8.425146,5.555364,12.779647,2.9843135,0,0,<b>Who:</b> <br><b>What:</b> know<br><b>Where:</b> Philadelphia<br><b>When:</b> 1730<br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,begin,,,"e begin here with an account of
it",account,"Someone begin because e begin here with an account of
it by account","I will therefore begin here with an account of
it, which may be struck out if found to have been already given.",0,3,9.236439,12.112773,5.3870945,16.210218,2.8083532,0,0,"<b>Who:</b> <br><b>What:</b> begin<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> e begin here with an account of
it<br><b>How:</b> account<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,was shop,,"Pennsylvania, Boston","not a good
bookseller's shop in any of the colonies to the southward of Boston",,"Someone was shop in Pennsylvania because not a good
bookseller's shop in any of the colonies to the southward of Boston","At the time I establish'd myself in Pennsylvania, there was not a good
bookseller's shop in any of the colonies to the southward of Boston.",0,3,10.422778,8.542322,5.6084757,13.260194,3.5979102,0,0,"<b>Who:</b> <br><b>What:</b> was shop<br><b>Where:</b> Pennsylvania, Boston<br><b>When:</b> <br><b>Why:</b> not a good
bookseller's shop in any of the colonies to the southward of Boston<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,sold paper,,New York,,,Someone sold paper in New York,"In
New York and Philad'a the printers were indeed stationers; they sold
only paper, etc., almanacs, ballads, and a few common school-books.",0,2,9.386813,10.02104,5.3340816,14.461163,2.6311588,0,0,<b>Who:</b> <br><b>What:</b> sold paper<br><b>Where:</b> New York<br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,had few,,England,"their books from
England; the members of the Junto had each a few",,"Someone had few in England because their books from
England; the members of the Junto had each a few","Those who lov'd reading were oblig'd to send for their books from
England; the members of the Junto had each a few.",0,3,9.565178,9.81467,4.954447,14.046692,2.7665627,0,0,"<b>Who:</b> <br><b>What:</b> had few<br><b>Where:</b> England<br><b>When:</b> <br><b>Why:</b> their books from
England; the members of the Junto had each a few<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,left alehouse,,,,,Someone left alehouse,"We had left the
alehouse, where we first met, and hired a room to hold our club in.",0,1,11.711412,13.824188,4.7592034,17.385637,4.913095,0,0,<b>Who:</b> <br><b>What:</b> left alehouse<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,done,,,accordingly done,accordingly,Someone done because accordingly done by accordingly,"This was accordingly done, and for some time contented
us.",0,3,10.25503,12.852814,5.883081,16.693005,4.1742334,0,0,<b>Who:</b> <br><b>What:</b> done<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> accordingly done<br><b>How:</b> accordingly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,Finding advantage render,,,,,Someone Finding advantage render,"Finding the advantage of this little collection, I propos'd to render
the benefit from books more common, by commencing a public subscription
library.",0,1,9.580429,13.421673,5.978006,17.48122,3.4415133,0,0,<b>Who:</b> <br><b>What:</b> Finding advantage render<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Charles Brockden,drew sketch,annual,,e of books,which,Charles Brockden drew sketch during annual because e of books by which,"I drew a sketch of the plan and rules that would be necessary,
and got a skilful conveyancer, Mr. Charles Brockden, to put the whole in
form of articles of agreement to be subscribed, by which each ...",0,5,8.293265,9.794768,6.2861333,14.618977,2.0195618,0,0,<b>Who:</b> Charles Brockden<br><b>What:</b> drew sketch<br><b>Where:</b> <br><b>When:</b> annual<br><b>Why:</b> e of books<br><b>How:</b> which<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,began,,,,,Someone began,On this little fund we began.,0,1,11.031519,13.61247,5.0146203,17.49922,4.2974925,0,0,<b>Who:</b> <br><b>What:</b> began<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,opened,"one day, the week",,"opened one day in the week for
lending to the subscribers",duly,"Someone opened during one day because opened one day in the week for
lending to the subscribers by duly","The
books were imported; the library was opened one day in the week for
lending to the subscribers, on their promissory notes to pay double the
value if not duly returned.",0,4,11.570024,11.330608,4.3063955,15.565529,3.890572,0,0,"<b>Who:</b> <br><b>What:</b> opened<br><b>Where:</b> <br><b>When:</b> one day, the week<br><b>Why:</b> opened one day in the week for
lending to the subscribers<br><b>How:</b> duly<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,imitated,,,imitated by other towns,towns,Someone imitated because imitated by other towns by towns,"The institution soon manifested its utility,
was imitated by other towns, and in other provinces.",0,3,8.335793,12.021853,6.7129045,16.126926,2.4824157,0,0,<b>Who:</b> <br><b>What:</b> imitated<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> imitated by other towns<br><b>How:</b> towns<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,became,a few years,,hionable; and our people,donations,Someone became during a few years because hionable; and our people by donations,"The libraries were
augmented by donations; reading became fashionable; and our people,
having no publick amusements to divert their attention from study,
became better acquainted with books, and in...",0,4,9.649585,11.32655,5.4451985,15.584088,3.3030555,0,0,<b>Who:</b> <br><b>What:</b> became<br><b>Where:</b> <br><b>When:</b> a few years<br><b>Why:</b> hionable; and our people<br><b>How:</b> donations<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Brockden,said,fifty years,,fifty years,scarcely,Brockden said during fifty years because fifty years by scarcely,"When we were about to sign the above-mentioned articles, which were to
be binding upon us, our heirs, etc., for fifty years, Mr. Brockden, the
scrivener, said to us, ""You are young men, but it is sc...",0,5,10.119596,10.872077,4.5031223,15.831738,2.5770276,0,0,<b>Who:</b> Brockden<br><b>What:</b> said<br><b>Where:</b> <br><b>When:</b> fifty years<br><b>Why:</b> fifty years<br><b>How:</b> scarcely<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
